former_outbreak_code,country,ADM1,ADM2,ADM3,ADM4,city_village,exact_location,includes_health_facility_sampling,start_date,end_date,outbreak_year,outbreak_month,human_cases,livestock_cases,outbreak_type,n_human_cases,n_livestock_cases,n_total_cases,ref_name,ref_DOI_URL,WAHIS_ref_number,notes,GPS_x,GPS_y,RVF_presence
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.03031343482395,2.2603694389518614,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.243164990795975,-7.778449242243078,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.078055056993136,-11.362743363245137,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.290810687115275,-0.09554694887543894,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.27089142484944,-7.397668173119905,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.85069631508583,-2.261999639452564,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.43075092898154,-0.7869208260187891,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.42602467354538,-7.002734771130627,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.892452958576236,-2.4578674791710813,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.21552807331379,1.828758826963985,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.429704197411105,-4.048502182767037,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.668547379328785,-6.555638119566413,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.960312274354578,0.3102920946784523,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.03858053510018,-9.787813320198405,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.182349460056884,3.029303893569134,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.02199377466979,0.6105221504824198,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.06887710059052,3.5029651068298384,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.882730540974094,-8.961704995827763,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.124782551595096,0.7183178004316555,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.255198895464375,1.5036145045416656,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.99875897802437,-5.4654514521728235,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.58641361644551,-7.054001623947363,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7544255751008,-8.753775807156519,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.237224292705804,-6.766067010452137,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.787500988545137,-7.085934832586531,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.40766612707081,2.5988499504935825,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.96387319388875,-2.8738276686656326,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.362602364459526,3.7994470674651053,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.242648149031645,1.1047184078304417,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.199713260467675,-4.887420060708245,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.793363529999596,-3.3474523103224767,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.04643449774878,-2.7780873492395157,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.21041509414369,2.9577394824669536,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7122883588853,-4.607349740585569,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.82450360117588,1.1686238118640444,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.92442302314232,-9.956087573907721,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4591001965902,-5.438067264079307,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.84409548521391,0.09279043322730458,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.05380695098113,3.5391933448035293,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.69143025441173,-6.867378780711783,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4777431007875,-4.380492135089341,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.85624565201767,1.5863703934152227,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.296283016766,3.6721830266651194,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.507304936493725,2.77713571225238,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.88272864401431,-6.621592616390421,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.826894084933535,-2.881996390978854,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1063627643951,-7.734165051220955,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.73694505697087,-4.3824893295344385,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.182811537488824,-1.8404010010554277,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.886299960611563,-4.246957509497688,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.62088308121804,-6.50935810977852,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.903839045632196,-1.4329901009312613,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.525871421998474,1.6740036795884214,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1584028583228,-1.9263179200191813,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6326631263854,-10.998292282294397,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.00140295811791,-8.85884815151193,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.36583054655691,-4.5132405109986395,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.35390684014839,-6.356672628710286,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.870587268818845,-1.7884164214876481,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.98612713076361,-7.96962861967121,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.75719034911914,-2.4759651141581798,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.95311412628977,1.1167462524487966,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.715018303846875,1.1310139638159438,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.549079016915876,-5.325724443930845,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.584995319542,-5.725152637478659,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.01016163445903,-2.649018688394481,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.838473030597036,-6.086288526728633,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.755916475502374,2.5321991190000714,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.87717440229691,-4.9189100328099435,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.164169735550626,-4.262657561200129,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.860566059842284,-0.2814832463951374,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7863181337039,-7.921307576506139,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.56292557077456,-11.281553540547096,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.51724422131576,-9.661642275299513,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.42647100095957,-7.116205181418826,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.69869789837932,-0.7965861671995894,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.589653222143774,2.2849482859791364,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.582567531303468,-0.2315456321849643,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.25614031167353,-9.12245652834367,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.177661665258825,3.7584070372621463,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.852251084144264,-5.004238267581569,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.41187302579707,1.1015699534391294,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.42366284372367,-3.1580184297375604,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.905617498548935,-7.371404431847422,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.75711085380964,3.683336627774744,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.045472174880274,-2.3858244360307475,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.55712640686913,2.2292501131970406,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.191166863886494,2.591188503327572,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.277622023803882,-6.426724116910606,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.043228773835537,-0.09285589159820715,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.07055322937005,-6.103253510313775,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.823884038682692,-6.41241354611221,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.671003236268206,-8.727225102560023,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.49411792744124,-8.271238298359407,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.24914627654877,1.8015614128339066,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.33036347991762,-10.458614518175617,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.83565865868697,0.766105174980022,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.08301350158051,-10.260630880863836,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.19053505162884,0.5786632246243135,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.09685527289027,1.3303361652924444,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.67716209031948,0.167908814735456,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.018533725904554,-6.458838100896152,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.328811768521902,-2.8500265485089096,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.504357899437146,-3.6519197236506287,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.660966074158225,-5.906692244609479,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.25988515820829,-7.2648950661306,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.874059864106925,-4.171695386563502,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.674032179169004,1.503476339247874,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.73105835317267,-3.9457695102681756,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.63586273078456,3.7096703665340183,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.175785961066616,-4.0844451238991795,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.39640528198112,-0.8134936241318975,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.52120705857253,-0.40785910696241523,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.143512501549026,-6.293638196361508,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.75782613607245,3.159102378662717,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.914415233367503,-5.2154411858663154,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.811647882962664,-6.099002178027147,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.88489553462365,-0.8252877513727128,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.26551458667597,-10.508346204541928,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.77706124027779,3.3995028098776845,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.82748853655527,1.3656892364003648,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.760889764582245,-3.356126252204462,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.115450616638846,1.3154212989732763,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6180100420038,-2.1197622720052065,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.95627163447209,0.8396114763532908,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.30292792868842,2.785554501208953,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.198416532138864,1.54024323113436,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.18154771437168,-1.3698745279942883,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.66058067533346,-8.7357125004223,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.473593990240914,-5.0239244653032005,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.801947666530864,-3.255666008740928,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.835371023520395,-5.166087128077684,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.45698964372497,-6.6408298465038405,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.85160489261759,3.449834866891687,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.30138617833829,2.277545398420287,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.066528457680775,-2.0045910113499605,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.15817144433788,3.141332231107696,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.89849322318902,-0.4951937203638191,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.40934942588672,3.4221753029243813,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.26987097694124,-3.678497718988171,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.303957841249144,-3.822645032452365,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.971356054846613,-5.160967899308059,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.87099238887601,-9.008915600776094,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.426988921483066,-4.509007595001259,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.02023222908835,-2.3445731149480493,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.67408222120054,-4.630016765844869,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.18798240989337,-5.9353422859147305,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.049048083578796,3.2079404551162183,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.47585957176126,0.09497590312288068,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.94544373547143,1.0757253325273677,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.53126546587861,-6.770481286811752,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.30593136999152,-9.240710965783803,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.147283745955946,-3.9874169385291878,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.86161363140465,-8.196860897874295,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.918540639991193,-6.367801091335783,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.25982935015624,1.6601049108318702,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.02826874969743,-8.824112025918083,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.91885303256751,-10.928935186666887,0
